experiment_id,checkpoint_tag,group,split,tied,alpha,lambda,trained_phase,t_train,t_test,final_step,wall_seconds,final_train_acc,final_test_acc,probe_train_acc,probe_test_acc,top10_freqs,raw_embedding_keep_top10_test_acc,embedding_keep_dc_top10_test_acc,embedding_remove_top10_test_acc,additive_line_fraction,top12_additive_modes,chance_accuracy
B_fail_negative_a0p1_lam3p162278,B_fail_negative_a0p1_lam3p162278_seed0,B,S3,True,0.1,3.162278,fail,,,1000000,2429.4,0.9179404973983765,0.15018218755722046,0.917940466613033,0.15018219677251432,"5,39,33,11,44,10,49,25,38,35",0.09786569495054659,0.13074787437098734,0.012840534443866042,0.07070133090019226,6,0.008849557522123894
